Packet Type,Average Round-Trip Time,Errors/Packet,Errors/KB,
1B,
2B,
4B,
8B,
16B,
32B,
64B,
1/8KB,
1/4KB,
1/2KB,
1KB,
2KB,
4KB,
8KB,
16KB,
32KB,
Max Size UDP Packet,
Averages,
